type,capacity,name,price,score,avg_review,reviews_count
Apartamentos,95.0,Apartamento Casa Ruan Albaicín,US$695,-,-,-
Apartamentos,95.0,Apartamento tranquilo en Granada para 6 personas,US$468,"8.8
Scored 8.8",Excellent,32
Apartamentos,95.0,BiBo Suites Plaza Nueva,"US$1,119","9.2
Scored 9.2",Wonderful,"2,884"
Apartamentos,95.0,BiBo Suites Palacio de Portago,US$645,"10
Scored 10",Exceptional,15
Apartamentos,95.0,Los Carmenes,US$603,"10
Scored 10",Exceptional,1
Apartamentos,95.0,La casita de luis,US$782,"9.6
Scored 9.6",Exceptional,7
Apartamentos,95.0,Apartamento Fajalauza Albaicín,US$413,-,-,-
Apartamentos,95.0,Alhambra Apartments,US$497,"7.9
Scored 7.9",Good,21
Apartamentos,95.0,Tenor,US$711,-,-,-
Apartamentos,95.0,tuGuest El Rincón de Felisa,US$832,"9.0
Scored 9.0",Wonderful,22
Apartamentos,95.0,Ma&to Alhóndiga Aparts,"US$1,055","8.6
Scored 8.6",Excellent,18
Hotel,96.0,Hotel Mercader de Sedas,US$907,"8.5
Scored 8.5",Very Good,"2,090"
Hotel,96.0,Meliá Granada,"US$2,470","8.2
Scored 8.2",Very Good,"1,953"
Hotel,96.0,"Palacio Gran Vía, a Royal Hideaway Hotel","US$4,645","9.6
Scored 9.6",Exceptional,241
Hotel,96.0,Hotel Andalucía Center,"US$1,067","8.8
Scored 8.8",Excellent,"7,183"
Hotel,96.0,Porcel Alixares,US$829,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,96.0,Hotel Macià Cóndor,US$796,"7.7
Scored 7.7",Good,"1,834"
Hotel,96.0,Hotel Macià Monasterio de los Basilios,US$829,"8.1
Scored 8.1",Very Good,"2,708"
Hotel,96.0,Hotel Casa Palacete Tablas,"US$1,851","9.0
Scored 9.0",Wonderful,61
Hotel,96.0,Hotel Los Girasoles,US$811,"7.2
Scored 7.2",Good,74
Hotel,96.0,Gran Hotel Luna de Granada,"US$1,194","8.5
Scored 8.5",Very Good,"9,442"
Hotel,96.0,Eurostars Puerta Real,"US$1,354","8.9
Scored 8.9",Excellent,"4,056"
Hotel,96.0,YIT Casablanca,US$916,"7.5
Scored 7.5",Good,"3,853"
Hotel,96.0,Hotel Molinos,"US$1,129","8.0
Scored 8.0",Very Good,"2,691"
Hotel,96.0,Las Nieves,US$964,"8.4
Scored 8.4",Very Good,"2,349"
Hotel,96.0,Áurea Catedral by Eurostars Hotel Company,"US$1,663","9.2
Scored 9.2",Wonderful,"5,624"
Hotel,96.0,Vincci Albayzin,"US$1,317","8.5
Scored 8.5",Very Good,"5,360"
Hotel,96.0,Occidental Granada,US$991,"8.7
Scored 8.7",Excellent,"3,125"
Hotel,96.0,Suites Gran Vía 44,"US$1,304","9.0
Scored 9.0",Wonderful,"1,098"
Hotel,96.0,Hotel Boutique Puerta de las Granadas,"US$1,501","8.7
Scored 8.7",Excellent,"1,612"
Hotel,96.0,Allegro Granada,"US$1,171","8.6
Scored 8.6",Excellent,"4,142"
Hotel,96.0,NH Collection Victoria,"US$1,565","8.7
Scored 8.7",Excellent,"1,312"
Hotel,96.0,Áurea Washington Irving by Eurostars Hotel Company,"US$1,968","8.9
Scored 8.9",Excellent,"2,629"
Hotel,96.0,Hotel Granada Center,"US$1,740","9.1
Scored 9.1",Wonderful,"8,515"
Hotel,96.0,Crisol Guadalupe,"US$1,377","8.5
Scored 8.5",Very Good,"4,696"
Hotel,96.0,Gar Anat Hotel Boutique,"US$1,755","8.7
Scored 8.7",Excellent,989
Apartamentos,97.0,APARTAMENTO GRANADA CENTRO,US$434,"8.2
Scored 8.2",Very Good,57
Apartamentos,97.0,Carmen de la Lana,US$903,"9.6
Scored 9.6",Exceptional,136
Apartamentos,97.0,Alhambra Apartments,US$549,"7.9
Scored 7.9",Good,21
Apartamentos,97.0,Preciosa vivienda con gran terraza muy luminoso,US$958,"8.5
Scored 8.5",Very Good,28
Apartamentos,97.0,BiBo Suites Real Chancilleria,"US$1,572","9.5
Scored 9.5",Exceptional,"2,022"
Apartamentos,97.0,tuGuest El Rincón de Felisa,US$832,"9.0
Scored 9.0",Wonderful,22
Apartamentos,97.0,Lightbooking Plaza de Toros Granada,"US$1,193","8.4
Scored 8.4",Very Good,39
Apartamentos,97.0,Alojamientos Rurales Las Eras,US$440,"8.7
Scored 8.7",Excellent,55
Apartamentos,97.0,Luxury Apartment Sierra Nevada,"US$1,315","9.8
Scored 9.8",Exceptional,5
Apartamentos,97.0,El Refugio De Noa,US$798,-,-,-
Apartamentos,97.0,Apartamento Palacio céntrico y silencioso 4-8 personas,"US$1,264",-,-,-
Apartamentos,97.0,Bright & Elegant City Centre 3 bedroom Apartment,"US$1,392","9.3
Scored 9.3",Wonderful,40
Apartamentos,97.0,APARTAMENTOS LA MARIANA II,"US$1,547",-,-,-
Apartamentos,97.0,Casa Benzambra,US$917,-,-,-
Apartamentos,97.0,Biznaga Nevada,"US$1,732","10
Scored 10",Exceptional,3
Apartamentos,97.0,tuGuest Alhambra house,"US$1,414","8.5
Scored 8.5",Very Good,11
Apartamentos,97.0,Apartamentos Inside Paseo de los Tristes,"US$1,086","8.5
Scored 8.5",Very Good,456
Apartamentos,97.0,Apartamentos Montesclaros,US$834,"8.9
Scored 8.9",Excellent,665
Apartamentos,97.0,Apartamentos Reyes Católicos,US$905,"8.9
Scored 8.9",Excellent,"1,322"
Apartamentos,97.0,Be Free Granada,US$837,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,97.0,BiBo Suites Palacio de Portago,US$889,"10
Scored 10",Exceptional,15
Apartamentos,97.0,numa I Vega Apartments,"US$1,155","8.2
Scored 8.2",Very Good,"1,855"
Apartamentos,97.0,C&V Apartamentos - Horno de Marina,US$851,"8.3
Scored 8.3",Very Good,"1,257"
Apartamentos,97.0,Patio Zahorí Granada Centro,"US$1,056","9.1
Scored 9.1",Wonderful,71
Apartamentos,97.0,Apartamento Fajalauza Albaicín,US$760,-,-,-
Hotel,97.0,Hotel Casa Palacete Tablas,"US$2,194","9.0
Scored 9.0",Wonderful,61
Hotel,97.0,Meliá Granada,"US$3,207","8.2
Scored 8.2",Very Good,"1,953"
Hotel,97.0,Gran Hotel Luna de Granada,"US$1,302","8.5
Scored 8.5",Very Good,"9,442"
Hotel,97.0,Porcel Alixares,"US$1,000","8.4
Scored 8.4",Very Good,"9,280"
Hotel,97.0,Hotel Dauro Premier,"US$1,171","8.6
Scored 8.6",Excellent,"1,380"
Hotel,97.0,Suites Gran Vía 44,"US$1,158","9.0
Scored 9.0",Wonderful,"1,098"
Hotel,97.0,Bubaqia House - Suites Boutique,"US$1,551","9.8
Scored 9.8",Exceptional,17
Hotel,97.0,Eurostars Puerta Real,"US$1,770","8.9
Scored 8.9",Excellent,"4,056"
Hotel,97.0,Barceló Carmen Granada,"US$1,871","9.0
Scored 9.0",Wonderful,"1,174"
Hotel,97.0,Gar Anat Hotel Boutique,"US$1,755","8.7
Scored 8.7",Excellent,989
Hotel,97.0,Vincci Albayzin,"US$2,004","8.5
Scored 8.5",Very Good,"5,360"
Hotel,97.0,Seda Club Hotel - Small Luxury Hotels,"US$6,398","9.7
Scored 9.7",Exceptional,378
Hotel,97.0,"Palacio Gran Vía, a Royal Hideaway Hotel","US$7,028","9.6
Scored 9.6",Exceptional,241
Hotel,97.0,Hotel Andalucía Center,"US$1,515","8.8
Scored 8.8",Excellent,"7,183"
Hotel,97.0,Occidental Granada,"US$1,419","8.7
Scored 8.7",Excellent,"3,125"
Hotel,97.0,Presidente,"US$1,218","7.7
Scored 7.7",Good,"1,332"
Hotel,97.0,Áurea Catedral by Eurostars Hotel Company,"US$2,257","9.2
Scored 9.2",Wonderful,"5,624"
Hotel,97.0,Hotel Los Girasoles,"US$1,070","7.2
Scored 7.2",Good,74
Hotel,97.0,Hotel La Casa de Los Mosaicos,"US$1,632","8.4
Scored 8.4",Very Good,"2,042"
Hotel,97.0,Los Angeles Hotel & Spa,"US$1,280","7.6
Scored 7.6",Good,"2,131"
Hotel,97.0,Room Mate Leo,"US$1,577","8.8
Scored 8.8",Excellent,"4,316"
Hotel,97.0,Leonardo Hotel Granada,"US$1,179","8.2
Scored 8.2",Very Good,"1,128"
Hotel,97.0,B&B HOTEL Granada Estación,"US$1,036","8.6
Scored 8.6",Excellent,"3,363"
Hotel,97.0,Hotel Comfort Dauro 2,"US$1,627","8.6
Scored 8.6",Excellent,"3,611"
Hotel,97.0,Barceló Granada Congress,"US$1,718","8.5
Scored 8.5",Very Good,"4,974"
Hotel,97.0,YIT Casablanca,"US$1,286","7.5
Scored 7.5",Good,"3,853"
Apartamentos,97.0,APARTAMENTO GRANADA CENTRO,US$434,"8.2
Scored 8.2",Very Good,57
Apartamentos,97.0,Carmen de la Lana,US$903,"9.6
Scored 9.6",Exceptional,136
Apartamentos,97.0,Alhambra Apartments,US$549,"7.9
Scored 7.9",Good,21
Apartamentos,97.0,BiBo Suites Real Chancilleria,"US$1,572","9.5
Scored 9.5",Exceptional,"2,022"
Apartamentos,97.0,tuGuest El Rincón de Felisa,US$832,"9.0
Scored 9.0",Wonderful,22
Apartamentos,97.0,Preciosa vivienda con gran terraza muy luminoso,US$958,"8.5
Scored 8.5",Very Good,28
Apartamentos,97.0,Lightbooking Plaza de Toros Granada,"US$1,193","8.4
Scored 8.4",Very Good,39
Apartamentos,97.0,Bright & Elegant City Centre 3 bedroom Apartment,"US$1,392","9.3
Scored 9.3",Wonderful,40
Apartamentos,97.0,Luxury Apartment Sierra Nevada,"US$1,315","9.8
Scored 9.8",Exceptional,5
Apartamentos,97.0,APARTAMENTOS LA MARIANA II,"US$1,547",-,-,-
Apartamentos,97.0,Apartamento Palacio céntrico y silencioso 4-8 personas,"US$1,264",-,-,-
Apartamentos,97.0,El Refugio De Noa,US$798,-,-,-
Apartamentos,97.0,Casa Benzambra,US$917,-,-,-
Apartamentos,97.0,Biznaga Nevada,"US$2,221","10
Scored 10",Exceptional,3
Apartamentos,97.0,tuGuest Alhambra house,"US$1,414","8.5
Scored 8.5",Very Good,11
Apartamentos,97.0,Be Free Granada,US$837,"8.2
Scored 8.2",Very Good,"3,331"
Apartamentos,97.0,Apartamentos Inside Paseo de los Tristes,"US$1,086","8.5
Scored 8.5",Very Good,456
Apartamentos,97.0,Apartamentos Correo Viejo de Granada,"US$1,763","8.5
Scored 8.5",Very Good,805
Apartamentos,97.0,Apartamentos Reyes Católicos,"US$1,055","8.9
Scored 8.9",Excellent,"1,322"
Apartamentos,97.0,PATIOdeLUZ - Stylish apartments in Párraga 13,"US$1,152","9.5
Scored 9.5",Exceptional,464
Apartamentos,97.0,Central Deluxe Apartments by Apolo Homes,"US$2,127","9.0
Scored 9.0",Wonderful,119
Apartamentos,97.0,Patio Zahorí Granada Centro,"US$1,056","9.1
Scored 9.1",Wonderful,71
Apartamentos,97.0,"Palacete 1620, Premium Suites, Only adults","US$1,963","9.3
Scored 9.3",Wonderful,784
Apartamentos,97.0,Moderno Apartamento en Centro de Granada,US$931,"7.6
Scored 7.6",Good,123
Apartamentos,97.0,Apartamentos Montesclaros,"US$1,078","8.9
Scored 8.9",Excellent,665
Hotel,96.0,Hotel Molinos,"US$1,129","8.0
Scored 8.0",Very Good,"2,691"
Hotel,96.0,Meliá Granada,"US$2,742","8.2
Scored 8.2",Very Good,"1,953"
Hotel,96.0,Hotel Casa Palacete Tablas,"US$2,194","9.0
Scored 9.0",Wonderful,61
Hotel,96.0,Gran Hotel Luna de Granada,"US$1,374","8.5
Scored 8.5",Very Good,"9,442"
Hotel,96.0,Eurostars Puerta Real,"US$1,770","8.9
Scored 8.9",Excellent,"4,056"
Hotel,96.0,Hotel Mercader de Sedas,"US$1,553","8.5
Scored 8.5",Very Good,"2,090"
Hotel,96.0,Suites Gran Vía 44,"US$1,451","9.0
Scored 9.0",Wonderful,"1,098"
Hotel,96.0,Vincci Albayzin,"US$2,004","8.5
Scored 8.5",Very Good,"5,360"
Hotel,96.0,Bubaqia House - Suites Boutique,"US$1,551","9.8
Scored 9.8",Exceptional,17
Hotel,96.0,"Palacio Gran Vía, a Royal Hideaway Hotel","US$6,849","9.6
Scored 9.6",Exceptional,241
Hotel,96.0,Porcel Alixares,"US$1,168","8.4
Scored 8.4",Very Good,"9,280"
Hotel,96.0,Abadía Hotel,"US$1,402","8.5
Scored 8.5",Very Good,"4,220"
Hotel,96.0,Hotel Macià Cóndor,"US$1,199","7.7
Scored 7.7",Good,"1,834"
Hotel,96.0,Occidental Granada,"US$1,538","8.7
Scored 8.7",Excellent,"3,125"
Hotel,96.0,Hotel Los Girasoles,"US$1,158","7.2
Scored 7.2",Good,74
Hotel,96.0,Hotel Macià Monasterio de los Basilios,"US$1,209","8.1
Scored 8.1",Very Good,"2,708"
Hotel,96.0,YIT Casablanca,"US$1,267","7.5
Scored 7.5",Good,"3,853"
Hotel,96.0,Hotel Dauro Premier,"US$1,530","8.6
Scored 8.6",Excellent,"1,380"
Hotel,96.0,Hotel Andalucía Center,"US$1,515","8.8
Scored 8.8",Excellent,"7,183"
Hotel,96.0,Las Nieves,"US$1,493","8.4
Scored 8.4",Very Good,"2,349"
Hotel,96.0,Barceló Granada Congress,"US$1,756","8.5
Scored 8.5",Very Good,"4,974"
Hotel,96.0,Crisol Guadalupe,"US$1,438","8.5
Scored 8.5",Very Good,"4,696"
Hotel,96.0,Áurea Washington Irving by Eurostars Hotel Company,"US$2,748","8.9
Scored 8.9",Excellent,"2,629"
Hotel,96.0,Los Angeles Hotel & Spa,"US$1,271","7.6
Scored 7.6",Good,"2,131"
Hotel,96.0,Hotel Granada Center,"US$2,300","9.1
Scored 9.1",Wonderful,"8,515"
Apartamentos,,EnjoyGranada ELVIRA,US$212,"7.7
Scored 7.7",Good,231
Apartamentos,,Apartamentos VITA CENTER,US$240,"9.3
Scored 9.3",Wonderful,348
Apartamentos,,GLORIA SUITES,US$232,"7.9
Scored 7.9",Good,455
Apartamentos,,Urban Suites Granada,US$244,"8.1
Scored 8.1",Very Good,362
Apartamentos,,Cozy apartment in the city center,US$277,"9.5
Scored 9.5",Exceptional,66
Apartamentos,,Home Granada Trinidad,US$212,"8.8
Scored 8.8",Excellent,"1,319"
Apartamentos,,La Tinaja del Realejo,US$293,"9.2
Scored 9.2",Wonderful,458
Apartamentos,,Cosy Apartment with Great Views on Old Town,US$246,"9.1
Scored 9.1",Wonderful,33
Apartamentos,,Suites 18,US$374,"9.1
Scored 9.1",Wonderful,35
Apartamentos,,ISA Granada,US$327,"8.6
Scored 8.6",Excellent,"2,580"
Apartamentos,,Aile Granada,US$236,"8.1
Scored 8.1",Very Good,23
Apartamentos,,Apartamentos Reyes Católicos,US$260,"8.9
Scored 8.9",Excellent,"1,322"
Apartamentos,,Carmen Vistas de la Alhambra,US$212,"7.7
Scored 7.7",Good,932
Apartamentos,,Apartamentos Luna Suites Granada,US$264,"9.2
Scored 9.2",Wonderful,74
Apartamentos,,Apartamentos Recogidas,US$244,"8.9
Scored 8.9",Excellent,137
Apartamentos,,Rooms Plaza Nueva,US$152,"7.5
Scored 7.5",Good,90
Apartamentos,,BiBo Suites San Agustín,US$318,"9.4
Scored 9.4",Wonderful,944
Apartamentos,,Plaza del Carmen deluxe apartament,US$187,"7.3
Scored 7.3",Good,10
Apartamentos,,C&V Apartamentos - Horno de Marina,US$252,"8.3
Scored 8.3",Very Good,"1,257"
Apartamentos,,La Casita de la Esquina,US$216,"9.5
Scored 9.5",Exceptional,24
Apartamentos,,Ático Corazones,US$231,"8.8
Scored 8.8",Excellent,55
Apartamentos,,Apartamentos Vado - Realejo histórico,US$270,"8.6
Scored 8.6",Excellent,69
Apartamentos,,Aljibe del Albayzin,US$208,"8.5
Scored 8.5",Very Good,312
Apartamentos,,tuGuest San Gil Apartments,US$349,"8.9
Scored 8.9",Excellent,295
Apartamentos,,Apartamentos Royal Urban Granada,US$213,"7.2
Scored 7.2",Good,48
Hotel,95.0,Boutique Hotel Luna Granada Centro,US$610,"9.1
Scored 9.1",Wonderful,"1,037"
Hotel,95.0,Hotel Casa 1800 Granada,"US$1,031","8.8
Scored 8.8",Excellent,"1,386"
Hotel,95.0,Hotel Monasterio Granada - Adults Only,US$163,"6.9
Scored 6.9",Review score,"3,944"
Hotel,95.0,Hotel Cedran,US$195,"7.8
Scored 7.8",Good,"2,088"
Hotel,95.0,Hotel Los Girasoles,US$191,"7.2
Scored 7.2",Good,74
Hotel,95.0,Gala Placida 1923,US$195,"7.0
Scored 7.0",Good,"4,005"
Hotel,95.0,Home Granada Trinidad,US$212,"8.8
Scored 8.8",Excellent,"1,319"
Hotel,95.0,Hotel Macià Plaza,US$280,"8.3
Scored 8.3",Very Good,"1,684"
Hotel,95.0,BiBo Suites San Agustín,US$318,"9.4
Scored 9.4",Wonderful,944
Hotel,95.0,Presidente,US$248,"7.7
Scored 7.7",Good,"1,332"
Hotel,95.0,Porcel Alixares,US$301,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,95.0,Abadía Hotel,US$324,"8.5
Scored 8.5",Very Good,"4,220"
Hotel,95.0,Hotel Macià Real De La Alhambra,US$256,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,95.0,Hotel Carlos V,US$292,"8.3
Scored 8.3",Very Good,"3,521"
Hotel,95.0,Hotel Saylu,US$147,"7.8
Scored 7.8",Good,"1,386"
Hotel,95.0,Las Nieves,US$297,"8.4
Scored 8.4",Very Good,"2,349"
Hotel,95.0,Hotel Urban Dream Granada,US$242,"8.1
Scored 8.1",Very Good,"5,932"
Hotel,95.0,Hotel Macià Granada Five Senses Rooms & Suites,US$470,"8.6
Scored 8.6",Excellent,"4,683"
Hotel,95.0,Hotel Colón Centro,US$605,"8.4
Scored 8.4",Very Good,"2,435"
Hotel,95.0,Casual Ilbira Granada,US$390,"8.7
Scored 8.7",Excellent,409
Hotel,95.0,Hotel Universal,US$277,"7.8
Scored 7.8",Good,"4,590"
Hotel,95.0,Hotel La Casa de Los Mosaicos,US$498,"8.4
Scored 8.4",Very Good,"2,042"
Hotel,95.0,Porcel Navas,US$401,"8.7
Scored 8.7",Excellent,"2,145"
Hotel,95.0,Gran Hotel Luna de Granada,US$342,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,95.0,Ibis Granada,US$217,"8.3
Scored 8.3",Very Good,"4,323"
Hotel,95.0,Crisol Guadalupe,US$371,"8.5
Scored 8.5",Very Good,"4,696"
Apartamentos,,La Tinaja del Realejo,US$293,"9.2
Scored 9.2",Wonderful,458
Apartamentos,,Nest Flats Granada,US$267,"8.5
Scored 8.5",Very Good,"1,710"
Apartamentos,,BiBo Suites San Agustín,US$353,"9.4
Scored 9.4",Wonderful,944
Apartamentos,,BnS Dauro Suites,US$344,"9.1
Scored 9.1",Wonderful,229
Apartamentos,,Cozy apartment in the city center,US$332,"9.5
Scored 9.5",Exceptional,66
Apartamentos,,C&V Apartamentos - Horno de Marina,US$274,"8.3
Scored 8.3",Very Good,"1,257"
Apartamentos,,numa I Vega Apartments,US$314,"8.2
Scored 8.2",Very Good,"1,855"
Apartamentos,,Carmen Vistas de la Alhambra,US$233,"7.7
Scored 7.7",Good,932
Apartamentos,,Apartamentos Reyes Católicos,US$326,"8.9
Scored 8.9",Excellent,"1,322"
Apartamentos,,La Habitación del Arquitecto,US$264,"9.4
Scored 9.4",Wonderful,78
Apartamentos,,"lovely apartament in the centre- wifi,parking",US$227,"7.7
Scored 7.7",Good,136
Apartamentos,,Precioso piso en pleno centro de Granada junto a Iglesia de San Matías,US$271,"9.1
Scored 9.1",Wonderful,14
Apartamentos,,"Apartamentos Anaya,1º,2º,3º, en pleno centro de Granada",US$315,"9.5
Scored 9.5",Exceptional,11
Apartamentos,,Apartamentos Granata,US$357,"8.7
Scored 8.7",Excellent,308
Apartamentos,,Apartamento Monterería Centro,US$258,"8.2
Scored 8.2",Very Good,15
Apartamentos,,GLORIA SUITES,US$232,"7.9
Scored 7.9",Good,455
Apartamentos,,APARTAMENTO GARDEN ART IV,US$351,"9.5
Scored 9.5",Exceptional,69
Apartamentos,,Apartamento Centro Alhóndiga Suite,US$342,"9.5
Scored 9.5",Exceptional,26
Apartamentos,,Apartamentos Puerta Elvira Suites 3000,US$359,"9.2
Scored 9.2",Wonderful,301
Apartamentos,,Genteel Home Zacatín,US$427,"9.1
Scored 9.1",Wonderful,549
Apartamentos,,Apartamentos Royal Urban Granada,US$232,"7.2
Scored 7.2",Good,48
Apartamentos,,EnjoyGranada ELVIRA,US$269,"7.7
Scored 7.7",Good,231
Apartamentos,,BiBo Suites Gran Vía,US$421,"9.0
Scored 9.0",Wonderful,"3,300"
Apartamentos,,APARTAMENTO JUNTO A HOSPITAL REAL,US$293,"8.9
Scored 8.9",Excellent,65
Apartamentos,,Trinidad Deluxe 1,US$402,"8.3
Scored 8.3",Very Good,60
Hotel,96.0,BiBo Suites San Agustín,US$353,"9.4
Scored 9.4",Wonderful,944
Hotel,96.0,Gran Hotel Luna de Granada,US$573,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,96.0,Apartamentos Granata,US$357,"8.7
Scored 8.7",Excellent,308
Hotel,96.0,Hotel Universal,US$337,"7.8
Scored 7.8",Good,"4,590"
Hotel,96.0,Porcel Alixares,US$502,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,96.0,Presidente,US$326,"7.7
Scored 7.7",Good,"1,332"
Hotel,96.0,Sercotel Granada Suites,US$689,"9.2
Scored 9.2",Wonderful,"1,849"
Hotel,96.0,Hotel Macià Real De La Alhambra,US$387,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,96.0,Elvira Suites,US$554,"8.9
Scored 8.9",Excellent,778
Hotel,96.0,Hotel Dauro Premier,US$548,"8.6
Scored 8.6",Excellent,"1,380"
Hotel,96.0,Allegro Granada,US$497,"8.6
Scored 8.6",Excellent,"4,142"
Hotel,96.0,Suites Gran Vía 44,US$452,"9.0
Scored 9.0",Wonderful,"1,098"
Hotel,96.0,Porcel Sabica,US$538,"8.3
Scored 8.3",Very Good,"4,415"
Hotel,96.0,Bubaqia House - Suites Boutique,US$709,"9.8
Scored 9.8",Exceptional,17
Hotel,96.0,Hotel Comfort Dauro 2,US$569,"8.6
Scored 8.6",Excellent,"3,611"
Hotel,96.0,Hotel Macià Cóndor,US$439,"7.7
Scored 7.7",Good,"1,834"
Hotel,96.0,Los Angeles Hotel & Spa,US$532,"7.6
Scored 7.6",Good,"2,131"
Hotel,96.0,Hotel Saray,US$830,"8.4
Scored 8.4",Very Good,"9,655"
Hotel,96.0,Casual Ilbira Granada,US$658,"8.7
Scored 8.7",Excellent,409
Hotel,96.0,Porcel Navas,US$668,"8.7
Scored 8.7",Excellent,"2,145"
Hotel,96.0,Exe Triunfo Granada,US$704,"8.0
Scored 8.0",Very Good,"2,728"
Hotel,96.0,Hotel Casa Palacete Tablas,US$847,"9.0
Scored 9.0",Wonderful,61
Hotel,96.0,Áurea Washington Irving by Eurostars Hotel Company,"US$1,959","8.9
Scored 8.9",Excellent,"2,629"
Hotel,96.0,Vincci Albayzin,"US$1,712","8.5
Scored 8.5",Very Good,"5,360"
Hotel,96.0,Alhambra Palace Hotel,"US$2,790","8.7
Scored 8.7",Excellent,"1,489"
Apartamentos,82.0,Siloe Plaza,US$401,"7.8
Scored 7.8",Good,743
Apartamentos,82.0,GLORIA SUITES,US$267,"7.9
Scored 7.9",Good,455
Apartamentos,82.0,Carmen Vistas de la Alhambra,US$315,"7.7
Scored 7.7",Good,932
Apartamentos,82.0,Pepa Home,US$510,"8.9
Scored 8.9",Excellent,608
Apartamentos,82.0,Apartamento Centro Alhóndiga Suite,US$342,"9.5
Scored 9.5",Exceptional,26
Apartamentos,82.0,APARTAMENTO GARDEN ART IV,US$355,"9.5
Scored 9.5",Exceptional,69
Apartamentos,82.0,Centrico y espacioso. Parking gratuito.,US$408,"8.1
Scored 8.1",Very Good,12
Apartamentos,82.0,Apartamentos Alhambra Granada 3000,US$309,"7.7
Scored 7.7",Good,"1,083"
Apartamentos,82.0,Oasis en el corazón de Granada con Parking Gratis,US$358,"7.6
Scored 7.6",Good,37
Apartamentos,82.0,Apartamentos Puerta Elvira Suites 3000,US$404,"9.2
Scored 9.2",Wonderful,301
Apartamentos,82.0,Aixa Granada,US$309,"9.9
Scored 9.9",Exceptional,50
Apartamentos,82.0,Apartamento Katanka Home Staging,US$469,-,-,-
Apartamentos,82.0,Neptuno Deluxe,US$353,"9.5
Scored 9.5",Exceptional,55
Apartamentos,82.0,APARTAMENTO GRANADA CENTRO,US$326,"8.2
Scored 8.2",Very Good,57
Apartamentos,82.0,Apartamento Albaycin Granada,US$309,"8.8
Scored 8.8",Excellent,261
Apartamentos,82.0,Tina Home,US$538,"8.9
Scored 8.9",Excellent,505
Apartamentos,82.0,Apartamentos Albaicín Centro Suites 3000,US$401,"9.0
Scored 9.0",Wonderful,74
Apartamentos,82.0,Piso Pajaritos,US$254,-,-,-
Apartamentos,82.0,Apartamento Sol,US$395,"10
Scored 10",Exceptional,8
Apartamentos,82.0,Piso junto a Parque de las Ciencias en Granada,US$282,"8.3
Scored 8.3",Very Good,3
Apartamentos,82.0,EnjoyGranada ELVIRA,US$381,"7.7
Scored 7.7",Good,231
Apartamentos,82.0,APARTAMENTO POETA ZORRILLA,US$325,"8.3
Scored 8.3",Very Good,62
Apartamentos,82.0,Zahira Suites,US$357,"6.9
Scored 6.9",Review score,242
Apartamentos,82.0,Magdalena Apartament,US$440,"10
Scored 10",Exceptional,2
Apartamentos,82.0,CENTER DELUXE II,US$299,"8.3
Scored 8.3",Very Good,123
Hotel,96.0,BiBo Suites San Agustín,US$444,"9.4
Scored 9.4",Wonderful,944
Hotel,96.0,Hotel Mercader de Sedas,US$695,"8.5
Scored 8.5",Very Good,"2,090"
Hotel,96.0,Apartamento Buensuceso 46 VFTGR04774,US$489,"8.4
Scored 8.4",Very Good,44
Hotel,96.0,Hotel Monasterio Granada - Adults Only,US$391,"6.9
Scored 6.9",Review score,"3,944"
Hotel,96.0,Presidente,US$573,"7.7
Scored 7.7",Good,"1,332"
Hotel,96.0,Hotel Los Girasoles,US$484,"7.2
Scored 7.2",Good,74
Hotel,96.0,Porcel Alixares,US$763,"8.4
Scored 8.4",Very Good,"9,280"
Hotel,96.0,Gran Hotel Luna de Granada,US$968,"8.5
Scored 8.5",Very Good,"9,442"
Hotel,96.0,Abadía Hotel,US$662,"8.5
Scored 8.5",Very Good,"4,220"
Hotel,96.0,Porcel Navas,"US$1,024","8.7
Scored 8.7",Excellent,"2,145"
Hotel,96.0,YIT Casablanca,US$657,"7.5
Scored 7.5",Good,"3,853"
Hotel,96.0,Hotel Macià Real De La Alhambra,US$581,"8.5
Scored 8.5",Very Good,"5,084"
Hotel,96.0,Las Nieves,US$691,"8.4
Scored 8.4",Very Good,"2,349"
Hotel,96.0,Hotel Casa Palacete Tablas,"US$1,379","9.0
Scored 9.0",Wonderful,61
Hotel,96.0,Sercotel Granada Suites,"US$1,246","9.2
Scored 9.2",Wonderful,"1,849"
Hotel,96.0,Elvira Suites,"US$1,173","8.9
Scored 8.9",Excellent,778
Hotel,96.0,Hotel Macià Cóndor,US$685,"7.7
Scored 7.7",Good,"1,834"
Hotel,96.0,Allegro Granada,US$795,"8.6
Scored 8.6",Excellent,"4,142"
Hotel,96.0,Porcel Sabica,US$824,"8.3
Scored 8.3",Very Good,"4,415"
Hotel,96.0,Hotel Universal,US$614,"7.8
Scored 7.8",Good,"4,590"
Hotel,96.0,Áurea Catedral by Eurostars Hotel Company,"US$1,840","9.2
Scored 9.2",Wonderful,"5,624"
Hotel,96.0,Apartamentos Granata,US$774,"8.7
Scored 8.7",Excellent,308
